YEAR_MONTH,COMPANY_CODE_DESC,CUSTOMER,DIVISION_NAME,SALES,COGS,GROSS_PROFIT,OPERATING_EXPENSE,OPERATING_INCOME,NPAT,EBITDA
2022-04-01,RUNFAST GO,3000003715,Non Bulk Transport & Rental,6,6.3,-0.3,0.9,-1.1,-3.1,0.3
2022-04-01,RUNFAST GO,3000019518,Non Bulk Transport & Rental,102.6,90.6,12.1,14.6,-2.5,-14.2,10.8
2022-04-01,RUNFAST GO,3000021695,Non Bulk Transport & Rental,225.1,164.8,60.3,32,28.3,22.1,33
2022-04-01,RUNFAST GO,3000020314,Non Bulk Transport & Rental,82.3,87.8,-5.5,14.9,-20.4,-23.3,-11.1
2022-04-01,RUNFAST GO,3000022017,Non Bulk Transport & Rental,94.1,80.9,13.1,13.4,-0.2,-15.2,12
2022-04-01,RUNFAST GO,3000020764,Non Bulk Transport & Rental,82.8,75.5,7.3,11.1,-3.8,-8.2,0.1
2022-04-01,RUNFAST GO,3000002398,Non Bulk Transport & Rental,8.4,8.8,-0.4,1.2,-1.6,-4.9,0.7
2022-04-01,RUNFAST GO,3000004465,Non Bulk Transport & Rental,97.5,84,13.5,13.9,-0.3,-4.9,8
2022-04-01,RUNFAST GO,3000020798,Non Bulk Transport & Rental,1.5,0.8,0.7,0.2,0.5,0.4,0.5
2022-04-01,RUNFAST GO,3000005135,Non Bulk Transport & Rental,88.3,58.6,29.8,12.6,17.2,12.9,20.8
2022-04-01,RUNFAST GO,3000017758,Non Bulk Transport & Rental,1007.6,977.8,29.7,134.7,-104.8,-111.6,-85.2
2022-04-01,RUNFAST GO,3000018601,Non Bulk Transport & Rental,47.1,34.7,12.4,6.7,5.7,3.7,6.4
2022-04-01,RUNFAST GO,3000002182,Non Bulk Transport & Rental,6.5,5.3,1.2,0.9,0.3,-0.7,1.8
2022-04-01,RUNFAST GO,3000021825,Non Bulk Transport & Rental,3.9,2.7,1.2,0.6,0.6,0.5,0.7
2022-05-01,RUNFAST GO,3000002182,Non Bulk Transport & Rental,0.5,0.2,0.3,0.1,0.2,0.1,0.3
2022-05-01,RUNFAST GO,3000005009,Non Bulk Transport & Rental,7.8,6.2,1.6,1.4,0.2,-0.9,1.7
2022-02-01,RUNFAST GO,3000019518,Non Bulk Transport & Rental,54.6,50.6,3.9,7,-3,-7.1,2.6
2022-02-01,RUNFAST GO,3000006126,Non Bulk Transport & Rental,81.8,78.9,2.9,10.6,-7.6,-16.4,3.3
2022-02-01,RUNFAST GO,3000009257,Non Bulk Transport & Rental,1353.8,1293.1,60.7,167.1,-106.6,-85.1,-83.1
2022-03-01,RUNFAST GO,3000018601,Non Bulk Transport & Rental,33.2,12.7,20.5,4.9,15.5,18.8,17
2022-02-01,RUNFAST GO,3000018166,Non Bulk Transport & Rental,83.8,73,10.8,10.8,0,-11.6,19.4
2022-02-01,RUNFAST GO,3000021173,Non Bulk Transport & Rental,91.4,87,4.4,11.8,-7.4,-20.2,10
2022-02-01,RUNFAST GO,3000005135,Non Bulk Transport & Rental,103.9,71.1,32.8,13.4,19.4,17.4,20.9
2022-02-01,RUNFAST GO,3000020184,Non Bulk Transport & Rental,30.4,31.6,-1.2,3.9,-5.1,-6.5,-1.1
2022-02-01,RUNFAST GO,3000007757,Non Bulk Transport & Rental,108.7,106.6,2.1,14,-11.9,-14.9,-7.6
2022-02-01,RUNFAST GO,3000019398,Non Bulk Transport & Rental,103.9,118.4,-14.5,13.4,-27.9,-43.2,5.8
2022-02-01,RUNFAST GO,3000014429,Non Bulk Transport & Rental,158.4,138.3,20,20.4,-0.3,-8.6,15.4
2022-02-01,RUNFAST GO,8000000010,Non Bulk Transport & Rental,733,519.1,214,87.9,126.1,-2.3,144.1
2022-02-01,RUNFAST GO,3000017758,Non Bulk Transport & Rental,1168.4,1094.3,74.1,150.5,-76.4,-90.3,-49.9
2022-02-01,RUNFAST GO,3000000217,Non Bulk Transport & Rental,52.8,52.6,0.2,6.8,-6.7,-12.3,-1
2022-02-01,RUNFAST GO,8000000019,Non Bulk Transport & Rental,18.3,14.2,4.2,2.4,1.8,0.7,7.8
2022-02-01,RUNFAST GO,3000018601,Non Bulk Transport & Rental,60.5,67,-6.6,9.4,-16,-18.9,-14.9
2022-02-01,RUNFAST GO,3000005009,Non Bulk Transport & Rental,23.9,22.9,1,3.2,-2.2,-5.2,2
2022-02-01,RUNFAST GO,3000021761,Non Bulk Transport & Rental,1529.1,1202.5,326.6,196.5,130.1,76.3,156.1
2022-02-01,RUNFAST GO,3000019640,Non Bulk Transport & Rental,16.7,14.6,2.1,2.2,0,-1,0.9
2022-02-01,RUNFAST GO,3000004966,Non Bulk Transport & Rental,54.2,57.1,-3,7,-10,-12.2,-7.9
2022-02-01,RUNFAST GO,3000002443,Non Bulk Transport & Rental,52.5,54.7,-2.3,6.8,-9,-11.9,-2.4
2022-02-01,RUNFAST GO,3000008124,Non Bulk Transport & Rental,266.4,163.5,102.9,34.4,68.5,43.1,101.6
2022-02-01,RUNFAST GO,3000004898,Non Bulk Transport & Rental,139,148,-9,17.9,-26.9,-35.7,-8.5
2022-02-01,RUNFAST GO,3000015457,Non Bulk Transport & Rental,17.7,19,-1.3,2.3,-3.6,-4.3,-2.5
2022-02-01,RUNFAST GO,3000007550,Non Bulk Transport & Rental,1010.6,695.9,314.7,114.9,199.8,80.9,287
2022-02-01,RUNFAST GO,3000004834,Non Bulk Transport & Rental,37.7,27,10.6,4.9,5.8,4.6,8.5
2022-02-01,RUNFAST GO,3000018032,Non Bulk Transport & Rental,20.1,14.8,5.3,2.6,2.7,2,5.2
2022-02-01,RUNFAST GO,3000018742,Non Bulk Transport & Rental,268.2,179,89.2,34.6,54.5,29,88.1
2022-02-01,RUNFAST GO,3000005193,Non Bulk Transport & Rental,1473.9,1560.6,-86.7,186.7,-273.4,-682.9,-181.2
2022-02-01,RUNFAST GO,3000021695,Non Bulk Transport & Rental,82.3,61.6,20.7,10.6,10.1,7.1,13.1
2022-02-01,RUNFAST GO,3000020798,Non Bulk Transport & Rental,0.8,0.5,0.2,0.1,0.1,0.1,0.1
2022-02-01,RUNFAST GO,3000020314,Non Bulk Transport & Rental,78.9,60.1,18.8,10.2,8.6,6.8,12.7
2022-02-01,RUNFAST GO,3000019703,Non Bulk Transport & Rental,248.4,188.4,60,32,28,23.7,32.2
2022-02-01,RUNFAST GO,3000005194,Non Bulk Transport & Rental,247.9,248.3,-0.5,32,-32.5,-62.3,10.1
2022-02-01,RUNFAST GO,3000013813,Non Bulk Transport & Rental,23.7,19.8,3.9,3.1,0.8,0.3,1.2
2022-02-01,RUNFAST GO,3000002398,Non Bulk Transport & Rental,71,67.9,3.1,9.1,-6,-12.3,3.8
2022-02-01,RUNFAST GO,3000007695,Non Bulk Transport & Rental,5.3,1.9,3.3,0.7,2.6,2.5,2.7
2022-02-01,RUNFAST GO,3000018347,Non Bulk Transport & Rental,8.8,8.3,0.4,1.1,-0.7,-1,-0.2
2022-02-01,RUNFAST GO,3000000758,Non Bulk Transport & Rental,7.3,13.5,-6.2,0.9,-7.1,-8.3,-4.4
2022-02-01,RUNFAST GO,3000002542,Non Bulk Transport & Rental,5.3,4.3,1.1,0.7,0.4,0.3,0.4
2022-02-01,RUNFAST GO,3000004465,Non Bulk Transport & Rental,3.9,2.7,1.2,0.5,0.7,0.5,0.9
2022-02-01,RUNFAST GO,3000021807,Non Bulk Transport & Rental,4,2.5,1.5,0.5,1,0.7,1.3
2022-02-01,RUNFAST GO,8000000065,Non Bulk Transport & Rental,132.8,77.5,55.3,16.1,39.1,32.1,46.9
2022-02-01,RUNFAST GO,8000000012,Non Bulk Transport & Rental,2,1.2,0.8,0.3,0.5,0.5,0.5
2022-02-01,RUNFAST GO,3000006787,Non Bulk Transport & Rental,2.9,1.5,1.3,0.4,1,0.9,1
2022-02-01,RUNFAST GO,3000007662,Non Bulk Transport & Rental,58.2,39.9,18.3,7.5,10.8,9.6,11.6
2022-03-01,RUNFAST GO,3000014429,Non Bulk Transport & Rental,108.6,81,27.6,12.1,15.5,20.1,25.6
2022-03-01,RUNFAST GO,3000002443,Non Bulk Transport & Rental,112.4,91.6,20.8,12.5,8.3,4.7,16.9
2022-03-01,RUNFAST GO,3000008124,Non Bulk Transport & Rental,229.7,153.2,76.4,25.5,51,42,87.8
2022-03-01,RUNFAST GO,3000019276,Non Bulk Transport & Rental,23.7,26.5,-2.8,2.6,-5.5,-7.2,-1.4
2022-03-01,RUNFAST GO,3000015457,Non Bulk Transport & Rental,24.3,24.3,0,2.7,-2.7,-2.8,-0.4
2022-03-01,RUNFAST GO,3000007757,Non Bulk Transport & Rental,123.6,117.9,5.7,13.7,-8.1,-9,4.1
2022-03-01,RUNFAST GO,3000021173,Non Bulk Transport & Rental,122.7,95.8,26.9,13.6,13.2,2.4,31.5
2022-03-01,RUNFAST GO,3000018166,Non Bulk Transport & Rental,85.9,76,9.9,9.5,0.3,-14.1,21.5
2022-03-01,RUNFAST GO,3000020798,Non Bulk Transport & Rental,0.9,0.6,0.3,0.1,0.2,0.3,0.3
2022-03-01,RUNFAST GO,3000013813,Non Bulk Transport & Rental,23.3,22.2,1.1,2.6,-1.5,-0.6,0.6
2022-03-01,RUNFAST GO,8000000010,Non Bulk Transport & Rental,836.4,672.8,163.6,92.5,71.1,93.9,98.8
2022-03-01,RUNFAST GO,3000000758,Non Bulk Transport & Rental,11.6,10.6,1,1.5,-0.5,-1,0.8
2022-03-01,RUNFAST GO,3000002542,Non Bulk Transport & Rental,74.2,73.9,0.3,8.2,-7.9,-9.5,-1.5
2022-03-01,RUNFAST GO,3000002182,Non Bulk Transport & Rental,5.7,4.8,0.9,0.6,0.3,-0.4,1.5
2022-03-01,RUNFAST GO,3000004465,Non Bulk Transport & Rental,210.6,187.3,23.3,23.4,-0.1,5.8,14.8
2022-03-01,RUNFAST GO,3000019703,Non Bulk Transport & Rental,358.3,259.4,98.9,39.8,59.1,69.9,71.7
2022-03-01,RUNFAST GO,3000007662,Non Bulk Transport & Rental,67.4,47.4,20.1,7.5,12.6,15.1,14.8
2022-03-01,RUNFAST GO,3000020184,Non Bulk Transport & Rental,36.1,32.5,3.6,4.1,-0.4,-6.3,9.9
2022-03-01,RUNFAST GO,3000004966,Non Bulk Transport & Rental,149.8,55,94.8,16.7,78.1,82,90.2
2022-03-01,RUNFAST GO,3000005135,Non Bulk Transport & Rental,82,54.9,27.1,9.1,18,20.5,22.2
2022-03-01,RUNFAST GO,3000017758,Non Bulk Transport & Rental,1392,1298.9,93.2,144.3,-51.2,-51.2,-7.2
2022-03-01,RUNFAST GO,3000004898,Non Bulk Transport & Rental,370.7,351.3,19.4,41.2,-21.8,-36.7,22.6
2022-03-01,RUNFAST GO,3000007550,Non Bulk Transport & Rental,903,648.8,254.2,99.1,155,185.9,247.8
2022-03-01,RUNFAST GO,3000000217,Non Bulk Transport & Rental,80,74.9,5.1,9.2,-4.2,0.5,0.4
2022-03-01,RUNFAST GO,3000021761,Non Bulk Transport & Rental,923,764.7,158.3,103.7,54.6,95.7,87.8
2022-03-01,RUNFAST GO,3000021807,Non Bulk Transport & Rental,17.7,11.8,5.8,2,3.9,3.3,6.2
2022-03-01,RUNFAST GO,3000021695,Non Bulk Transport & Rental,157.2,132.4,24.7,17.5,7.3,10.2,12.9
2022-03-01,RUNFAST GO,3000020314,Non Bulk Transport & Rental,178,118.1,59.9,19.8,40.1,46.3,50.3
2022-03-01,RUNFAST GO,3000019518,Non Bulk Transport & Rental,85.4,63.7,21.7,8.7,13,12,19.6
2022-03-01,RUNFAST GO,3000018742,Non Bulk Transport & Rental,444.7,280,164.7,49.5,115.2,109.6,159.5
2022-03-01,RUNFAST GO,3000004834,Non Bulk Transport & Rental,46.4,30.3,16.2,5.2,11,12.9,15
2022-03-01,RUNFAST GO,3000005193,Non Bulk Transport & Rental,1751.4,1810.4,-59,187.8,-246.9,-243.8,-146.3
2022-03-01,RUNFAST GO,3000018032,Non Bulk Transport & Rental,84.3,70,14.3,9.4,4.9,-3.1,22.3
2022-03-01,RUNFAST GO,3000005194,Non Bulk Transport & Rental,324.1,288.1,36,36.1,-0.1,-7.9,48.1
2022-03-01,RUNFAST GO,3000006126,Non Bulk Transport & Rental,61.4,44.1,17.3,6.8,10.5,12.4,18.2
2022-03-01,RUNFAST GO,8000000019,Non Bulk Transport & Rental,45.3,41.7,3.6,5.1,-1.5,-4.5,9.6
2022-03-01,RUNFAST GO,8000000065,Non Bulk Transport & Rental,94.4,81.8,12.7,10.4,2.3,5.2,11.4
2022-03-01,RUNFAST GO,3000011817,Non Bulk Transport & Rental,0.3,0.2,0.1,0,0.1,0.2,0.1
2022-03-01,RUNFAST GO,3000021825,Non Bulk Transport & Rental,7.7,5.9,1.8,0.9,0.9,1.1,1.2
2022-03-01,RUNFAST GO,3000002398,Non Bulk Transport & Rental,11.7,5.6,6,1.3,4.7,4.8,6.4
2022-03-01,RUNFAST GO,3000022017,Non Bulk Transport & Rental,23.3,18.8,4.5,2.6,1.9,-0.2,6.2
2022-01-01,RUNFAST GO,8000000010,Non Bulk Transport & Rental,884.1,708.6,175.6,104.9,70.6,-7.2,94.5
2022-01-01,RUNFAST GO,3000008124,Non Bulk Transport & Rental,253.4,165.8,87.6,36.3,51.2,11.5,86.3
2022-01-01,RUNFAST GO,3000002443,Non Bulk Transport & Rental,85,81.3,3.7,12.2,-8.5,-4.5,-0.8
2022-01-01,RUNFAST GO,3000004966,Non Bulk Transport & Rental,93,83.2,9.8,13.3,-3.6,-15,0.3
2022-01-01,RUNFAST GO,3000020184,Non Bulk Transport & Rental,9.8,8.5,1.3,1.4,-0.1,-0.4,1.9
2022-01-01,RUNFAST GO,3000019518,Non Bulk Transport & Rental,35.4,28.4,7,4.9,2.1,-0.2,5.1
2022-01-01,RUNFAST GO,3000015223,Non Bulk Transport & Rental,10.2,9.8,0.4,1.5,-1,-1.6,1.8
2022-01-01,RUNFAST GO,3000007550,Non Bulk Transport & Rental,921.2,652.8,268.5,111.1,157.3,49.7,247.3
2022-01-01,RUNFAST GO,3000007757,Non Bulk Transport & Rental,109.6,104.5,5,15.7,-10.7,-17.9,-4.8
2022-01-01,RUNFAST GO,8000000011,Non Bulk Transport & Rental,10.1,7.5,2.6,1.4,1.1,0.2,2.1
2022-01-01,RUNFAST GO,3000004898,Non Bulk Transport & Rental,151.6,149.5,2.1,21.7,-19.6,-16.9,-1.8
2022-01-01,RUNFAST GO,3000018742,Non Bulk Transport & Rental,285.8,203.4,82.4,40.9,41.4,9,74.9
2022-01-01,RUNFAST GO,3000004834,Non Bulk Transport & Rental,40.1,27.6,12.5,5.7,6.7,0.1,9.4
2022-01-01,RUNFAST GO,3000021761,Non Bulk Transport & Rental,233.1,173.5,59.6,30.8,28.9,7,35.6
2022-01-01,RUNFAST GO,3000020764,Non Bulk Transport & Rental,31,26.9,4.1,3,1,0.5,3.4
2022-01-01,RUNFAST GO,3000014429,Non Bulk Transport & Rental,102.5,87.4,15.2,14.6,0.6,-12.4,5.5
2022-01-01,RUNFAST GO,3000009257,Non Bulk Transport & Rental,1400.5,1255.9,144.5,159.4,-14.8,-31.2,16
2022-01-01,RUNFAST GO,3000005193,Non Bulk Transport & Rental,1323.7,1331.9,-8.1,158.9,-167,-404.9,-119.3
2022-01-01,RUNFAST GO,3000000758,Non Bulk Transport & Rental,43.1,38.6,4.5,6.2,-1.7,-4.4,2.9
2022-01-01,RUNFAST GO,3000018166,Non Bulk Transport & Rental,105.9,93.8,12.1,15.2,-3,-6.1,17.4
2022-01-01,RUNFAST GO,3000006126,Non Bulk Transport & Rental,81.1,74.6,6.4,11.6,-5.2,-22.7,9.4
2022-01-01,RUNFAST GO,3000020314,Non Bulk Transport & Rental,151.5,125.5,26.1,21.7,4.4,-2.5,17.3
2022-01-01,RUNFAST GO,3000005194,Non Bulk Transport & Rental,220.8,213.2,7.6,31.6,-23.9,-64.5,-1.2
2022-01-01,RUNFAST GO,3000021173,Non Bulk Transport & Rental,79.4,79.7,-0.2,11.4,-11.6,-11.1,5.7
2022-01-01,RUNFAST GO,3000019398,Non Bulk Transport & Rental,184.7,196,-11.2,26.5,-37.7,-26.9,2.6
2022-01-01,RUNFAST GO,3000019703,Non Bulk Transport & Rental,262.4,206,56.4,37.6,18.8,7.5,24.9
2022-01-01,RUNFAST GO,3000005009,Non Bulk Transport & Rental,14,10.6,3.4,2,1.4,-0.3,3.8
2022-01-01,RUNFAST GO,3000019492,Non Bulk Transport & Rental,29.1,35,-5.9,4.2,-10.1,-8.8,-5.5
2022-01-01,RUNFAST GO,3000017758,Non Bulk Transport & Rental,686.5,579,107.5,89.4,18.1,-20.5,98.9
2022-01-01,RUNFAST GO,3000000217,Non Bulk Transport & Rental,113.9,107,6.9,15.3,-8.4,-40.6,-0.6
2022-01-01,RUNFAST GO,3000018601,Non Bulk Transport & Rental,174.2,112.4,61.9,24.9,36.9,1.9,40.6
2022-01-01,RUNFAST GO,3000021695,Non Bulk Transport & Rental,81.2,56.5,24.7,11.7,13,4.8,15.6
2022-01-01,RUNFAST GO,3000019640,Non Bulk Transport & Rental,23.2,19.6,3.5,3.1,0.5,0.2,1.8
2022-01-01,RUNFAST GO,3000011817,Non Bulk Transport & Rental,5.8,4.5,1.3,0.8,0.5,-0.6,1
2022-01-01,RUNFAST GO,3000015457,Non Bulk Transport & Rental,28.8,33,-4.2,4.1,-8.3,-7.4,-7
2022-01-01,RUNFAST GO,3000005135,Non Bulk Transport & Rental,30.4,23.4,7,4.3,2.7,1.1,3.3
2022-01-01,RUNFAST GO,3000019276,Non Bulk Transport & Rental,10.9,9.2,1.7,1.6,0.1,-1.3,1.9
2022-01-01,RUNFAST GO,8000000019,Non Bulk Transport & Rental,21.5,20.6,1,3,-2.1,-1.2,6
2022-01-01,RUNFAST GO,3000021807,Non Bulk Transport & Rental,13.4,11.6,1.7,1.9,-0.2,-2,0.3
2022-01-01,RUNFAST GO,3000007695,Non Bulk Transport & Rental,4.5,4.8,-0.3,0.6,-0.9,-0.3,-0.8
2022-01-01,RUNFAST GO,3000012147,Non Bulk Transport & Rental,1.8,1,0.8,0.3,0.5,0.2,0.6
2022-01-01,RUNFAST GO,3000019439,Non Bulk Transport & Rental,12.7,12.9,-0.2,1.8,-2,-1.8,2.1
2022-01-01,RUNFAST GO,3000020798,Non Bulk Transport & Rental,3.2,2,1.1,0.5,0.7,0.3,1
2022-01-01,RUNFAST GO,3000013813,Non Bulk Transport & Rental,17.2,13.7,3.5,2.5,1,-0.7,2.7
2022-01-01,RUNFAST GO,8000000065,Non Bulk Transport & Rental,3.9,7.9,-4,0.6,-4.6,-1.7,-4.3
2022-01-01,RUNFAST GO,3000020689,Non Bulk Transport & Rental,4.7,3,1.8,0.7,1.1,0.3,1.4
2022-01-01,RUNFAST GO,3000020093,Non Bulk Transport & Rental,0.8,0.5,0.3,0.1,0.2,0.1,0.2
2022-01-01,RUNFAST GO,3000019386,Non Bulk Transport & Rental,11.6,13.7,-2.1,1.7,-3.7,-3.2,-2.2
2022-03-01,RUNFAST GO,3000003715,Non Bulk Transport & Rental,6,4.9,1.1,0.7,0.5,-0.2,1.8
2022-03-01,RUNFAST GO,3000020650,Non Bulk Transport & Rental,17.2,16.1,1.1,2,-0.9,-2.1,1.6
2022-03-01,RUNFAST GO,3000018347,Non Bulk Transport & Rental,11.5,9.6,1.9,1.3,0.6,0.2,2
2022-03-01,RUNFAST GO,3000007695,Non Bulk Transport & Rental,2.1,7,-4.9,0.8,-5.7,-6.1,-4.3
2022-03-01,RUNFAST GO,3000013775,Non Bulk Transport & Rental,48.3,32.2,16.1,5.4,10.7,12.2,13.7
2022-03-01,RUNFAST GO,3000016749,Non Bulk Transport & Rental,83.2,76.2,7,10.8,-3.8,-2.1,-3.5
2022-05-01,RUNFAST GO,3000017758,Non Bulk Transport & Rental,152,136.2,15.8,16.9,-1.1,3.5,1
2022-06-01,RUNFAST GO,3000013775,Non Bulk Transport & Rental,6.8,7.1,-0.3,1,-1.3,-1.8,-1.1
2022-08-01,RUNFAST GO,3000017014,Export Import,3.8,1.3,2.5,0.4,2.2,2,2.3
2022-07-01,RUNFAST GO,3000017014,Export Import,5.8,2.2,3.6,1,2.6,1.5,2.8
2022-07-01,RUNFAST GO,3000017186,Export Import,3.4,1,2.4,0.6,1.9,1.7,1.9
2022-05-01,RUNFAST GO,3000017014,Export Import,7.7,2.3,5.4,0.6,4.8,3.8,4.9
2022-06-01,RUNFAST GO,3000017014,Export Import,7.8,3,4.8,0.9,3.9,3.3,3.9
2022-04-01,RUNFAST GO,3000017014,Export Import,3.8,1.1,2.7,0.3,2.4,2,2.4
2022-02-01,RUNFAST GO,3000017014,Export Import,3.3,1.5,1.7,0.1,1.6,1.3,1.7
2022-03-01,RUNFAST GO,3000017014,Export Import,10.9,3.3,7.6,0.2,7.4,8.2,7.4
2022-01-01,RUNFAST GO,3000017014,Export Import,5.1,1.8,3.3,0.4,2.9,1.1,2.9
2022-08-01,RUNFAST GO,3000015223,Export Import,64.6,64,0.6,6.6,-6.1,-7.6,-5.4
2022-08-01,RUNFAST GO,3000009257,Export Import,4372.4,3738.9,633.4,277.5,356,349.7,370
2022-08-01,RUNFAST GO,3000022596,Export Import,256.3,228.4,27.9,26.2,1.7,-4.5,4.3
2022-08-01,RUNFAST GO,3000008984,Export Import,115.9,78.9,37,17.3,19.6,19.1,20.7
2022-08-01,RUNFAST GO,3000001105,Export Import,73.7,56,17.6,7.6,10.1,8.2,10.8
2022-08-01,RUNFAST GO,3000020764,Export Import,628.4,493.2,135.4,67.7,67.7,56.1,73.2
2022-08-01,RUNFAST GO,8000000520,Export Import,12.3,8.6,3.5,1.2,2.4,2.1,2.5
2022-08-01,RUNFAST GO,3000022127,Export Import,10.1,7.3,2.8,1,1.7,1.5,1.8
2022-08-01,RUNFAST GO,3000001665,Export Import,38.3,30,8.3,3.9,4.4,3.4,4.7
2022-08-01,RUNFAST GO,3000018014,Export Import,146.8,106.9,39.9,15.1,24.9,21.2,26.4
2022-08-01,RUNFAST GO,8000000010,Export Import,247.2,204.1,43,23,20,15.1,22.2
2022-08-01,RUNFAST GO,8000000018,Export Import,33.4,25.9,7.5,3.4,4.1,3.3,4.5
2022-08-01,RUNFAST GO,3000019640,Export Import,39.8,24.4,15.4,4,11.5,10.4,11.8
2022-08-01,RUNFAST GO,8000000015,Export Import,86.8,65.2,21.5,7.2,14.4,12.9,14.9
2022-08-01,RUNFAST GO,3000021350,Export Import,10.6,6,4.6,1.1,3.5,3.2,3.6
2022-08-01,RUNFAST GO,3000017758,Export Import,190.6,160.7,29.9,19.6,10.3,5.4,12.3
2022-08-01,RUNFAST GO,3000002553,Export Import,6.7,4.6,2,0.7,1.3,1.2,1.4
2022-08-01,RUNFAST GO,8000000062,Export Import,1.9,1.3,0.6,0.2,0.4,0.4,0.4
2022-08-01,RUNFAST GO,3000018654,Export Import,49.3,33.3,15.9,5.1,10.8,9.6,11.4
2022-08-01,RUNFAST GO,3000016547,Export Import,3.7,2.4,1.3,0.4,1,0.9,1
2022-08-01,RUNFAST GO,3000013037,Export Import,205.9,156.3,49.6,21.1,28.5,23.4,30.7
2022-08-01,RUNFAST GO,3000022029,Export Import,2.7,1.8,0.8,0.3,0.5,0.5,0.6
2022-08-01,RUNFAST GO,8000000526,Export Import,20.3,11.5,8.8,2.1,6.7,6.2,6.9
2022-08-01,RUNFAST GO,3000001294,Export Import,4.9,3.6,1.3,0.5,0.8,0.7,0.9
2022-08-01,RUNFAST GO,3000021448,Export Import,342.6,278.5,64.1,35,29.1,20.5,32.6
2022-07-01,RUNFAST GO,8000000010,Export Import,159.6,141.6,18.1,22.1,-3.9,-8.7,-1.7
2022-07-01,RUNFAST GO,3000009257,Export Import,4150.8,3381.2,769.6,306.1,463.5,464.4,480
2022-07-01,RUNFAST GO,3000013037,Export Import,48.3,52.5,-4.2,8.1,-12.3,-17.2,-11.5
2022-07-01,RUNFAST GO,3000020764,Export Import,573.6,487,86.5,57.2,29.2,22.3,33.4
2022-07-01,RUNFAST GO,8000000520,Export Import,20,14.9,5.1,3.3,1.8,0.8,2.1
2022-07-01,RUNFAST GO,3000001665,Export Import,26,22.9,3.1,4.3,-1.3,-2.5,-0.8
2022-07-01,RUNFAST GO,3000001607,Export Import,15.7,11.9,3.8,2.6,1.2,0.3,1.4
2022-07-01,RUNFAST GO,3000019518,Export Import,104.5,89.1,15.2,13.6,1.6,-5.3,2.8
2022-07-01,RUNFAST GO,8000000011,Export Import,59.7,59.3,0.4,10,-9.6,-10.5,-8.6
2022-07-01,RUNFAST GO,3000019640,Export Import,30.8,18.1,12.7,5,7.8,3.6,8.2
2022-07-01,RUNFAST GO,3000001105,Export Import,18.9,14.7,4.2,3.2,1.1,-1.3,1.4
2022-07-01,RUNFAST GO,3000017758,Export Import,323.2,223.3,99.9,54,45.9,27.6,51.4
2022-07-01,RUNFAST GO,3000007936,Export Import,5.1,3.6,1.4,0.8,0.6,0.2,0.6
2022-07-01,RUNFAST GO,3000018014,Export Import,112.9,97.6,15.3,18.8,-3.5,-10.9,-1.6
2022-07-01,RUNFAST GO,3000007943,Export Import,4.5,2.4,2.1,0.7,1.4,1.1,1.4
2022-07-01,RUNFAST GO,3000012573,Export Import,2.6,2.6,-0.1,0.4,-0.5,-0.6,-0.5
2022-07-01,RUNFAST GO,3000008984,Export Import,337,221.4,115.6,31.4,84.2,80.7,86.5
2022-07-01,RUNFAST GO,3000015223,Export Import,61.6,63.9,-2.3,10.3,-12.6,-12.8,-11.6
2022-08-01,RUNFAST GO,3000007936,Export Import,7.3,5.1,2.2,0.7,1.5,1.3,1.6
2022-08-01,RUNFAST GO,3000019518,Export Import,94.5,81.9,12.6,18.1,-5.6,-6.2,-5
2022-08-01,RUNFAST GO,3000007612,Export Import,5.4,3.4,2,0.6,1.5,1.3,1.5
2022-05-01,RUNFAST GO,8000000018,Export Import,28.9,21.7,7.2,2.1,5.1,2.9,5.3
2022-05-01,RUNFAST GO,3000019518,Export Import,199.9,163.2,36.7,17.8,18.9,12.5,19.9
2022-05-01,RUNFAST GO,3000020764,Export Import,152.9,124.7,28.3,18.2,9.9,5.6,10.9
2022-05-01,RUNFAST GO,3000008984,Export Import,779.6,518.2,261.4,68.2,193.3,181.5,197.5
2022-05-01,RUNFAST GO,3000013037,Export Import,118.5,88.3,30.2,8.7,21.5,14.4,22.3
2022-05-01,RUNFAST GO,8000000010,Export Import,164.5,132.8,31.7,11.9,19.8,14.4,20.8
2022-05-01,RUNFAST GO,3000018014,Export Import,93.6,79.4,14.2,6.9,7.3,0.1,8
2022-05-01,RUNFAST GO,3000015223,Export Import,275.1,266.8,8.3,20.2,-11.9,-17.6,-9.8
2022-05-01,RUNFAST GO,3000009257,Export Import,3260.9,2622.2,638.7,228.9,409.9,359,421
2022-05-01,RUNFAST GO,3000007936,Export Import,10,6.6,3.4,0.7,2.7,2.2,2.8
2022-05-01,RUNFAST GO,8000000526,Export Import,5.5,3,2.6,0.4,2.2,1.7,2.2
2022-05-01,RUNFAST GO,3000007612,Export Import,2.7,1.7,1,0.2,0.8,0.6,0.8
2022-05-01,RUNFAST GO,3000015283,Export Import,5,3.3,1.7,0.4,1.3,1.2,1.4
2022-05-01,RUNFAST GO,8000000520,Export Import,8.1,3.8,4.3,0.6,3.7,3.2,3.7
2022-05-01,RUNFAST GO,8000000015,Export Import,62.8,50.1,12.7,4.5,8.3,6.3,8.6
2022-05-01,RUNFAST GO,3000001105,Export Import,50.9,36.3,14.6,3.7,10.8,7.5,11.2
2022-05-01,RUNFAST GO,3000020471,Export Import,7,4.2,2.8,0.5,2.3,1.8,2.3
